Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Rarely,636,Sales,24,4,Other,1,7198,1,Male,98,3,1,Sales Representative,2,Married,5992,7665,5,Y,No,21,3,4,80,0,7,5,2,7,6,7,7
29,No,Travel_Frequently,1334,Research & Development,17,2,Marketing,1,7199,3,Female,55,2,2,Human Resources,1,Married,19192,4685,2,Y,No,18,4,2,80,0,39,0,3,0,0,0,0
56,No,Travel_Frequently,845,Sales,6,3,Life Sciences,1,7200,2,Male,68,3,5,Research Scientist,1,Divorced,8081,22137,4,Y,No,15,4,2,80,3,38,2,4,24,13,13,16
35,Yes,Travel_Rarely,1417,Sales,14,2,Technical Degree,1,7201,3,Male,54,3,2,Research Director,3,Single,16958,19374,7,Y,Yes,17,3,2,80,1,14,0,2,14,14,5,9
19,No,Non-Travel,267,Sales,22,1,Human Resources,1,7202,3,Female,36,2,1,Manager,1,Married,15689,26821,1,Y,No,16,3,1,80,3,16,1,2,16,10,10,8
27,No,Travel_Rarely,256,Research & Development,2,3,Technical Degree,1,7203,1,Male,95,2,4,Manager,2,Married,15982,22987,0,Y,No,12,3,4,80,1,25,3,1,25,7,11,5
32,No,Travel_Rarely,1450,Research & Development,13,5,Medical,1,7204,4,Male,83,4,2,Manufacturing Director,2,Married,9181,24992,0,Y,No,20,3,2,80,0,14,2,1,8,6,8,8
47,No,Travel_Rarely,220,Research & Development,12,3,Life Sciences,1,7205,3,Male,45,1,4,Human Resources,2,Married,17653,19342,0,Y,Yes,16,3,3,80,0,16,6,2,4,4,3,3
34,No,Travel_Rarely,904,Research & Development,12,3,Medical,1,7206,3,Male,62,4,1,Research Director,2,Married,3159,6234,5,Y,No,20,3,4,80,1,10,0,1,10,10,9,10
21,No,Travel_Rarely,338,Sales,11,2,Medical,1,7207,3,Female,76,4,4,Sales Representative,1,Divorced,11675,2534,6,Y,No,17,3,3,80,2,32,2,3,32,14,5,1
24,No,Non-Travel,946,Research & Development,24,3,Other,1,7208,3,Female,89,3,2,Healthcare Representative,2,Married,6565,5772,5,Y,Yes,23,3,2,80,3,35,3,1,11,11,11,11
58,Yes,Travel_Frequently,317,Sales,24,3,Medical,1,7209,2,Male,48,1,1,Healthcare Representative,3,Married,10684,19397,3,Y,No,22,3,4,80,2,7,3,1,7,1,7,7
48,No,Travel_Frequently,677,Research & Development,7,1,Medical,1,7210,4,Male,86,1,1,Research Scientist,1,Married,7196,16660,1,Y,No,14,3,2,80,2,26,0,1,1,1,1,1
56,No,Travel_Rarely,1313,Sales,15,2,Life Sciences,1,7211,4,Male,63,3,2,Healthcare Representative,3,Divorced,13335,2435,7,Y,No,13,3,2,80,0,30,6,2,4,4,4,4
51,No,Travel_Rarely,984,Research & Development,9,1,Technical Degree,1,7212,1,Male,98,2,5,Laboratory Technician,2,Single,15442,14774,8,Y,No,20,3,1,80,0,21,5,1,21,15,12,8
23,No,Travel_Rarely,609,Research & Development,24,2,Marketing,1,7213,3,Female,76,1,2,Sales Representative,3,Married,16426,21772,2,Y,Yes,22,3,2,80,2,0,1,2,0,0,0,0
55,No,Travel_Rarely,866,Human Resources,1,5,Medical,1,7214,1,Female,58,1,2,Human Resources,4,Married,2786,16303,4,Y,No,22,3,1,80,0,11,3,2,11,11,11,4
51,No,Travel_Rarely,1477,Research & Development,11,3,Other,1,7215,2,Male,33,4,3,Manager,2,Married,14352,3040,7,Y,No,19,3,2,80,0,15,6,4,15,6,15,10
32,Yes,Travel_Rarely,315,Research & Development,24,2,Marketing,1,7216,2,Male,51,3,1,Sales Representative,1,Single,16173,13553,6,Y,No,16,3,1,80,0,1,6,4,1,1,1,1
31,Yes,Travel_Frequently,577,Sales,27,3,Other,1,7217,3,Male,57,4,3,Sales Representative,3,Divorced,14236,24621,4,Y,No,20,3,3,80,3,20,6,2,15,15,5,5
23,Yes,Travel_Rarely,1414,Research & Development,11,3,Marketing,1,7218,1,Female,71,2,3,Sales Representative,1,Single,19539,14762,1,Y,No,22,3,1,80,0,35,4,1,35,9,14,11
54,No,Travel_Rarely,851,Research & Development,15,4,Medical,1,7219,1,Male,76,4,3,Manufacturing Director,2,Single,17347,19039,5,Y,No,12,3,4,80,2,11,1,3,11,1,4,11
49,Yes,Travel_Rarely,174,Sales,28,1,Human Resources,1,7220,4,Male,79,2,4,Manager,1,Single,9129,12872,0,Y,Yes,25,3,2,80,3,1,1,4,1,1,1,0
20,No,Non-Travel,1424,Research & Development,2,2,Marketing,1,7221,1,Female,42,1,2,Sales Representative,3,Married,17993,16211,6,Y,No,19,3,2,80,1,18,2,2,9,6,2,9
20,No,Non-Travel,164,Sales,23,5,Human Resources,1,7222,2,Female,41,3,3,Manufacturing Director,3,Married,17976,16078,8,Y,No,23,3,1,80,3,26,6,3,25,7,10,15
39,No,Travel_Frequently,411,Research & Development,27,4,Technical Degree,1,7223,2,Male,53,4,4,Human Resources,4,Single,14738,11647,4,Y,No,13,3,3,80,3,22,1,4,22,8,12,0
39,No,Travel_Rarely,583,Sales,11,1,Marketing,1,7224,3,Male,56,4,4,Human Resources,4,Single,10017,15407,7,Y,Yes,24,4,3,80,1,1,4,3,1,1,1,1
27,No,Travel_Rarely,1321,Research & Development,10,5,Life Sciences,1,7225,1,Male,80,1,1,Manufacturing Director,3,Single,3996,17457,0,Y,No,23,3,3,80,1,34,5,3,28,0,13,2
20,No,Travel_Rarely,663,Human Resources,29,5,Other,1,7226,1,Male,71,2,2,Research Director,4,Married,10992,22402,3,Y,Yes,24,3,3,80,0,24,6,2,24,8,8,3
29,No,Travel_Rarely,160,Sales,28,3,Technical Degree,1,7227,2,Female,55,1,5,Research Director,2,Divorced,5246,21884,1,Y,No,22,3,1,80,0,3,5,1,3,2,3,3
46,No,Travel_Rarely,1312,Research & Development,26,1,Technical Degree,1,7228,3,Male,74,3,2,Research Scientist,3,Single,14239,18242,8,Y,No,22,3,2,80,3,27,2,2,19,10,3,9
34,No,Travel_Rarely,902,Research & Development,5,4,Human Resources,1,7229,4,Male,82,4,4,Manager,3,Married,5335,19390,2,Y,No,20,3,2,80,3,31,1,3,31,16,13,5
24,Yes,Travel_Rarely,1146,Research & Development,25,2,Medical,1,7230,4,Male,84,1,2,Human Resources,3,Married,17670,12460,9,Y,Yes,14,3,3,80,1,18,2,3,9,1,9,9
30,Yes,Non-Travel,688,Research & Development,29,2,Other,1,7231,3,Female,43,2,1,Research Director,1,Married,14395,13696,2,Y,No,15,3,3,80,1,17,5,1,17,3,11,4
19,No,Travel_Rarely,133,Research & Development,12,4,Life Sciences,1,7232,3,Male,65,4,2,Sales Executive,2,Married,11576,26028,0,Y,No,24,4,3,80,3,22,6,1,22,16,2,5
21,No,Travel_Rarely,718,Research & Development,17,3,Life Sciences,1,7233,4,Male,79,3,4,Healthcare Representative,2,Married,2815,25991,5,Y,Yes,11,3,4,80,3,1,0,4,1,1,1,1
27,Yes,Non-Travel,1459,Sales,17,3,Human Resources,1,7234,2,Female,93,4,4,Healthcare Representative,2,Married,6079,9682,5,Y,No,14,4,3,80,1,9,4,2,9,9,9,0
56,No,Travel_Rarely,344,Sales,8,5,Human Resources,1,7235,1,Female,43,3,3,Human Resources,2,Divorced,8795,14841,9,Y,No,18,3,2,80,2,28,2,2,23,10,9,9
41,No,Travel_Rarely,547,Research & Development,20,1,Technical Degree,1,7236,4,Male,31,3,4,Research Scientist,3,Divorced,16143,12182,9,Y,Yes,15,3,2,80,0,12,4,4,1,1,1,1
34,No,Travel_Rarely,1134,Sales,3,5,Human Resources,1,7237,3,Male,62,3,1,Healthcare Representative,4,Divorced,12411,15543,2,Y,No,13,3,2,80,1,13,5,1,9,6,2,9
23,No,Travel_Rarely,1470,Research & Development,9,2,Medical,1,7238,3,Male,77,4,4,Sales Executive,2,Married,19058,18596,7,Y,No,21,3,2,80,3,10,6,4,10,7,10,10
36,Yes,Travel_Rarely,960,Research & Development,14,4,Technical Degree,1,7239,1,Male,92,3,2,Research Director,2,Single,2543,13362,4,Y,No,17,4,3,80,1,26,0,1,1,1,1,1
22,No,Travel_Rarely,676,Research & Development,16,1,Technical Degree,1,7240,3,Female,30,4,5,Research Director,4,Married,16398,18228,6,Y,No,24,3,1,80,0,15,3,4,15,15,0,3
49,Yes,Travel_Rarely,249,Sales,7,4,Technical Degree,1,7241,2,Female,66,1,4,Research Scientist,3,Divorced,6779,20398,9,Y,Yes,11,3,3,80,1,38,3,1,27,9,14,8
27,No,Travel_Rarely,1120,Research & Development,2,1,Life Sciences,1,7242,3,Male,77,3,1,Sales Executive,3,Divorced,15434,6458,8,Y,Yes,13,3,4,80,1,32,6,3,12,2,11,0
26,No,Travel_Rarely,1164,Research & Development,21,2,Other,1,7243,1,Female,31,2,1,Laboratory Technician,3,Single,8375,20388,3,Y,No,15,3,1,80,2,37,2,4,29,11,4,10
44,No,Travel_Frequently,874,Sales,1,2,Other,1,7244,4,Female,43,4,1,Human Resources,3,Divorced,3470,24683,0,Y,No,19,3,2,80,1,1,3,4,1,1,1,1
30,No,Travel_Rarely,1464,Research & Development,15,1,Life Sciences,1,7245,2,Male,57,3,1,Sales Representative,4,Married,16840,24075,1,Y,No,15,3,3,80,2,2,3,3,2,2,1,2
36,No,Travel_Rarely,995,Research & Development,5,3,Technical Degree,1,7246,3,Female,70,2,2,Sales Representative,1,Married,17906,11430,3,Y,No,14,3,3,80,3,35,1,4,8,8,8,8
38,No,Travel_Frequently,765,Sales,7,1,Medical,1,7247,1,Male,47,4,3,Manufacturing Director,4,Single,11038,5038,2,Y,No,21,3,2,80,3,17,4,4,17,7,14,14
41,No,Travel_Rarely,437,Research & Development,26,2,Marketing,1,7248,4,Male,87,2,5,Healthcare Representative,2,Divorced,15509,2558,3,Y,No,21,3,4,80,2,39,0,4,33,4,3,7
55,No,Travel_Rarely,1220,Sales,9,4,Technical Degree,1,7249,4,Female,40,2,3,Sales Representative,3,Married,11221,11596,2,Y,Yes,22,3,2,80,2,38,2,4,31,18,4,4
21,Yes,Travel_Frequently,662,Research & Development,29,5,Human Resources,1,7250,1,Male,64,2,3,Research Scientist,2,Married,6641,12762,7,Y,No,18,3,4,80,0,15,6,2,7,7,6,7
41,No,Travel_Rarely,1147,Research & Development,9,4,Other,1,7251,4,Male,77,2,3,Laboratory Technician,1,Married,5618,22800,8,Y,No,14,3,1,80,2,8,6,1,8,6,5,5
52,Yes,Travel_Rarely,112,Research & Development,17,2,Marketing,1,7252,4,Male,61,1,2,Laboratory Technician,3,Single,11926,8092,9,Y,No,15,3,2,80,1,21,1,3,20,12,3,14
20,No,Travel_Rarely,1141,Research & Development,8,4,Life Sciences,1,7253,4,Female,88,2,5,Sales Representative,1,Divorced,3482,8698,8,Y,No,15,3,1,80,0,10,0,3,10,2,8,2
21,Yes,Travel_Frequently,1262,Research & Development,13,3,Life Sciences,1,7254,4,Female,73,2,4,Sales Representative,2,Single,13719,21622,1,Y,Yes,13,3,4,80,0,15,3,2,7,5,4,7
54,No,Non-Travel,797,Research & Development,5,3,Marketing,1,7255,1,Female,80,2,4,Manager,4,Divorced,5820,16298,5,Y,Yes,19,4,2,80,0,21,6,1,5,5,5,5
57,Yes,Travel_Rarely,120,Human Resources,28,1,Other,1,7256,1,Male,41,1,5,Sales Executive,1,Married,17863,15064,5,Y,Yes,11,3,1,80,3,7,1,1,7,7,7,7
52,No,Travel_Rarely,908,Sales,5,4,Other,1,7257,3,Male,47,4,5,Research Director,4,Single,18322,14519,7,Y,No,17,3,2,80,3,6,2,3,6,6,6,6
48,No,Travel_Frequently,415,Sales,21,4,Human Resources,1,7258,3,Male,67,3,1,Manufacturing Director,2,Married,7148,3236,3,Y,No,25,4,2,80,3,0,0,3,0,0,0,0
42,No,Travel_Frequently,657,Research & Development,7,2,Life Sciences,1,7259,2,Male,99,2,3,Research Director,2,Divorced,19658,18457,0,Y,No,21,4,2,80,2,34,3,1,12,2,4,2
57,Yes,Travel_Frequently,500,Research & Development,16,1,Life Sciences,1,7260,4,Male,42,1,1,Sales Representative,2,Single,10370,19288,2,Y,No,22,4,4,80,0,10,4,3,1,1,0,1
30,No,Travel_Frequently,1031,Sales,20,1,Technical Degree,1,7261,4,Male,36,1,2,Sales Executive,2,Married,12871,11602,1,Y,No,22,4,1,80,3,4,0,3,4,4,4,4
21,No,Non-Travel,471,Sales,23,4,Medical,1,7262,2,Female,64,1,2,Sales Representative,2,Single,3747,20076,6,Y,No,18,3,4,80,3,9,4,4,9,7,3,4
31,No,Travel_Rarely,1209,Research & Development,24,5,Human Resources,1,7263,1,Female,31,3,5,Manufacturing Director,3,Divorced,3470,22309,4,Y,No,24,3,2,80,3,28,0,1,7,7,1,4
30,No,Travel_Rarely,1452,Research & Development,17,4,Technical Degree,1,7264,1,Female,96,1,2,Healthcare Representative,3,Divorced,16102,21685,8,Y,No,19,3,4,80,3,37,2,4,33,12,8,5
44,No,Non-Travel,592,Research & Development,18,4,Medical,1,7265,2,Female,56,2,5,Manager,4,Married,3838,26617,3,Y,Yes,24,3,3,80,2,15,0,1,11,6,2,10
23,No,Travel_Rarely,616,Research & Development,9,4,Life Sciences,1,7266,3,Male,40,2,4,Healthcare Representative,1,Single,2437,24314,2,Y,Yes,15,3,2,80,1,38,4,2,32,8,3,15
34,Yes,Non-Travel,994,Research & Development,6,3,Medical,1,7267,3,Male,36,2,3,Research Scientist,1,Divorced,12667,8135,8,Y,No,20,3,1,80,1,22,4,4,20,7,13,10
53,Yes,Travel_Rarely,144,Research & Development,26,1,Life Sciences,1,7268,4,Female,31,3,2,Research Director,3,Married,8824,12333,6,Y,Yes,22,4,1,80,2,4,2,2,4,4,3,4
57,No,Travel_Rarely,814,Research & Development,23,3,Other,1,7269,3,Male,87,1,1,Research Director,2,Married,13086,4804,0,Y,No,15,3,2,80,0,32,3,4,7,7,7,7
52,No,Travel_Rarely,918,Sales,5,5,Technical Degree,1,7270,1,Male,86,2,2,Healthcare Representative,2,Single,9180,3175,0,Y,No,11,3,3,80,3,10,4,2,5,5,2,5
34,No,Non-Travel,718,Research & Development,3,2,Life Sciences,1,7271,2,Male,30,2,3,Healthcare Representative,3,Married,17571,5074,2,Y,Yes,24,3,3,80,2,22,0,2,9,9,9,7
58,Yes,Travel_Rarely,1308,Research & Development,5,5,Medical,1,7272,2,Male,81,4,2,Sales Representative,2,Married,10665,25815,2,Y,Yes,24,3,1,80,1,36,5,2,36,15,9,10
19,No,Travel_Frequently,463,Research & Development,8,1,Technical Degree,1,7273,2,Male,76,4,5,Research Scientist,1,Single,15329,11260,0,Y,No,18,3,3,80,3,9,6,2,9,1,9,9
30,No,Travel_Rarely,384,Sales,9,2,Medical,1,7274,3,Female,63,4,2,Healthcare Representative,2,Single,6443,19049,0,Y,Yes,16,3,2,80,1,5,6,3,5,5,0,5
19,No,Travel_Frequently,302,Human Resources,15,5,Medical,1,7275,2,Female,36,2,4,Sales Executive,2,Married,19025,16190,1,Y,No,11,3,2,80,1,28,5,1,28,6,3,8
45,No,Travel_Rarely,472,Sales,20,1,Marketing,1,7276,2,Female,52,3,4,Manufacturing Director,1,Married,9881,17334,1,Y,No,18,3,3,80,0,34,3,3,21,14,4,11
60,No,Travel_Rarely,585,Sales,24,5,Life Sciences,1,7277,3,Male,85,2,2,Research Director,1,Single,17725,16077,2,Y,No,23,3,2,80,1,20,0,2,20,1,1,2
43,No,Travel_Rarely,526,Research & Development,12,2,Life Sciences,1,7278,1,Male,99,1,1,Sales Executive,3,Single,14282,13186,9,Y,No,15,3,1,80,0,35,4,1,34,13,2,16
39,No,Travel_Rarely,828,Research & Development,29,2,Medical,1,7279,4,Male,92,4,2,Sales Executive,2,Single,11966,3758,2,Y,No,25,3,1,80,0,28,3,4,28,8,10,9
60,Yes,Travel_Frequently,980,Research & Development,26,5,Other,1,7280,1,Male,53,1,5,Manufacturing Director,4,Divorced,17614,17926,8,Y,No,25,3,2,80,1,26,2,3,26,17,0,3
20,No,Travel_Rarely,661,Research & Development,25,3,Life Sciences,1,7281,3,Male,72,4,5,Healthcare Representative,1,Single,15014,21744,0,Y,No,15,3,4,80,0,38,3,2,30,16,1,5
52,No,Travel_Rarely,283,Research & Development,8,5,Human Resources,1,7282,2,Female,74,3,5,Human Resources,1,Divorced,4299,4426,4,Y,No,16,3,4,80,0,36,5,1,18,1,13,0
29,Yes,Travel_Rarely,1185,Research & Development,23,5,Other,1,7283,4,Male,57,3,1,Healthcare Representative,1,Married,8650,25216,9,Y,Yes,15,4,1,80,2,28,0,4,28,4,7,14
41,Yes,Travel_Frequently,1223,Research & Development,26,5,Other,1,7284,1,Female,60,3,4,Sales Executive,1,Married,9264,24094,1,Y,No,25,3,2,80,3,21,5,2,19,8,7,17
22,No,Travel_Frequently,295,Sales,22,3,Other,1,7285,4,Male,83,1,5,Laboratory Technician,1,Divorced,3199,4328,4,Y,No,19,3,4,80,1,31,4,3,25,8,2,9
37,No,Travel_Rarely,1036,Research & Development,21,4,Life Sciences,1,7286,1,Male,62,3,5,Manufacturing Director,1,Married,18283,19357,4,Y,No,17,4,3,80,3,29,0,3,29,0,11,6
56,No,Travel_Frequently,1135,Research & Development,28,2,Other,1,7287,1,Male,93,3,2,Sales Representative,3,Married,19382,2712,2,Y,No,24,3,2,80,1,33,2,4,9,0,3,8
56,No,Travel_Rarely,465,Sales,27,1,Other,1,7288,3,Female,61,4,4,Research Scientist,2,Married,19818,21414,1,Y,No,19,3,3,80,3,7,0,2,2,2,2,1
30,Yes,Travel_Rarely,432,Research & Development,8,2,Technical Degree,1,7289,1,Female,33,1,5,Manufacturing Director,4,Divorced,2012,13948,7,Y,No,22,3,1,80,3,6,3,1,6,6,5,6
58,No,Non-Travel,445,Research & Development,19,2,Life Sciences,1,7290,2,Female,99,2,5,Research Director,4,Single,9568,12885,1,Y,Yes,13,3,3,80,1,12,0,4,12,12,5,12
29,No,Travel_Rarely,1161,Research & Development,1,4,Other,1,7291,3,Female,61,3,2,Healthcare Representative,4,Married,2909,20587,1,Y,Yes,20,3,3,80,0,10,4,1,10,3,3,1
30,Yes,Travel_Rarely,634,Research & Development,9,2,Human Resources,1,7292,4,Female,61,2,2,Manager,2,Divorced,16787,21212,1,Y,No,24,3,1,80,1,37,3,4,37,8,6,1
27,Yes,Travel_Rarely,1491,Human Resources,12,2,Other,1,7293,3,Female,68,2,3,Laboratory Technician,4,Married,19669,16060,9,Y,Yes,19,3,4,80,2,20,3,4,20,13,2,5
50,No,Travel_Rarely,217,Sales,9,3,Medical,1,7294,1,Male,58,2,2,Manufacturing Director,2,Divorced,18783,12047,5,Y,Yes,20,3,3,80,1,5,6,4,5,3,3,5
57,No,Travel_Frequently,934,Sales,1,3,Life Sciences,1,7295,4,Male,98,2,2,Human Resources,2,Divorced,14462,9021,2,Y,No,17,3,4,80,3,23,5,1,23,12,9,13
33,No,Travel_Frequently,1473,Research & Development,21,3,Technical Degree,1,7296,2,Female,96,3,3,Research Scientist,2,Married,13654,10817,4,Y,No,11,3,2,80,1,37,4,4,7,7,7,1
52,No,Travel_Rarely,237,Research & Development,6,3,Human Resources,1,7297,3,Female,61,3,5,Laboratory Technician,2,Single,17174,13165,2,Y,No,19,3,4,80,0,0,6,3,0,0,0,0
20,No,Travel_Rarely,429,Research & Development,19,3,Marketing,1,7298,1,Female,43,3,2,Research Scientist,4,Single,4634,15942,6,Y,No,18,3,3,80,3,38,5,3,24,10,0,14
22,No,Travel_Rarely,1282,Research & Development,16,1,Medical,1,7299,4,Male,53,1,1,Research Scientist,2,Single,7418,4180,2,Y,No,24,3,4,80,2,1,0,1,1,1,1,1
43,No,Travel_Frequently,1295,Research & Development,8,4,Medical,1,7300,2,Female,62,1,3,Human Resources,3,Married,15288,7190,0,Y,Yes,15,3,1,80,2,26,6,3,25,5,15,17
28,No,Travel_Rarely,520,Research & Development,3,5,Medical,1,7301,2,Female,54,2,3,Research Director,1,Divorced,14248,19269,7,Y,No,21,3,2,80,3,28,5,4,28,5,14,7
24,No,Travel_Rarely,576,Sales,20,3,Human Resources,1,7302,3,Male,53,4,5,Sales Representative,1,Married,11778,17926,2,Y,No,21,3,3,80,2,22,4,2,7,3,7,3
27,Yes,Travel_Frequently,120,Sales,18,4,Life Sciences,1,7303,4,Male,67,1,2,Human Resources,1,Married,16537,7659,0,Y,Yes,11,3,4,80,1,40,6,3,5,2,1,5
59,No,Non-Travel,242,Research & Development,11,5,Life Sciences,1,7304,1,Female,99,2,1,Research Director,3,Single,13522,24039,2,Y,No,23,3,2,80,2,13,5,4,11,7,3,2
51,Yes,Travel_Frequently,333,Research & Development,27,2,Other,1,7305,4,Male,83,2,5,Human Resources,1,Married,18557,26572,4,Y,No,24,4,4,80,2,13,3,4,6,5,4,6
20,No,Travel_Rarely,1498,Research & Development,28,2,Other,1,7306,2,Male,66,3,2,Research Scientist,4,Married,15989,11392,4,Y,No,22,3,2,80,0,6,2,4,6,6,6,6
25,No,Travel_Frequently,1006,Human Resources,20,4,Life Sciences,1,7307,4,Male,90,3,5,Sales Representative,4,Married,19536,18865,8,Y,No,21,4,1,80,0,12,3,3,12,12,2,10
48,No,Travel_Rarely,581,Research & Development,20,1,Other,1,7308,3,Male,83,1,3,Human Resources,3,Married,16420,12615,2,Y,No,24,4,4,80,0,13,2,3,13,8,11,8
28,Yes,Travel_Rarely,1108,Research & Development,18,1,Life Sciences,1,7309,4,Female,69,3,3,Human Resources,3,Divorced,13499,15148,9,Y,No,22,3,3,80,0,16,5,1,7,7,7,2
24,Yes,Travel_Rarely,1387,Research & Development,17,4,Medical,1,7310,4,Male,43,1,2,Research Director,3,Divorced,2636,6062,6,Y,Yes,17,3,2,80,2,32,1,1,22,0,13,10
19,Yes,Travel_Rarely,709,Research & Development,9,1,Marketing,1,7311,3,Male,68,3,5,Sales Executive,3,Single,5284,9582,9,Y,No,13,4,2,80,1,27,1,2,27,2,5,9
23,No,Travel_Rarely,716,Research & Development,18,1,Medical,1,7312,4,Male,49,4,2,Laboratory Technician,1,Single,17741,24381,3,Y,Yes,22,3,2,80,1,37,5,3,36,7,12,15
58,No,Travel_Rarely,1277,Research & Development,25,2,Other,1,7313,3,Female,36,3,4,Research Director,2,Single,2187,12205,2,Y,No,15,3,2,80,3,34,3,2,1,1,1,1
49,No,Travel_Frequently,407,Sales,5,1,Marketing,1,7314,3,Female,84,1,2,Laboratory Technician,1,Married,3182,17046,1,Y,No,11,3,1,80,0,32,4,3,22,0,1,12
37,No,Travel_Rarely,1173,Research & Development,16,1,Marketing,1,7315,3,Male,81,2,4,Manufacturing Director,3,Single,6397,16099,9,Y,Yes,23,3,2,80,3,0,3,3,0,0,0,0
51,Yes,Travel_Rarely,891,Research & Development,26,4,Life Sciences,1,7316,2,Female,93,1,3,Research Scientist,4,Married,2819,22993,1,Y,Yes,15,3,2,80,2,32,5,1,14,7,14,11
33,No,Travel_Rarely,467,Research & Development,15,1,Technical Degree,1,7317,4,Female,91,3,1,Laboratory Technician,3,Single,2095,15771,6,Y,No,11,3,4,80,1,23,6,2,23,9,15,1
42,Yes,Travel_Frequently,1347,Research & Development,26,3,Human Resources,1,7318,3,Male,50,2,3,Healthcare Representative,3,Married,6491,11785,2,Y,No,11,3,4,80,0,14,2,3,14,3,14,11
29,Yes,Non-Travel,437,Research & Development,7,3,Technical Degree,1,7319,1,Female,95,3,1,Manager,1,Single,4195,16840,7,Y,No,12,3,1,80,0,14,3,1,14,14,14,1
24,Yes,Travel_Rarely,1149,Sales,25,4,Marketing,1,7320,1,Female,56,3,5,Manager,2,Married,11622,22436,6,Y,No,15,3,4,80,1,4,6,3,4,4,3,4
56,Yes,Travel_Frequently,908,Research & Development,5,3,Technical Degree,1,7321,2,Female,93,3,1,Sales Representative,1,Divorced,11743,6350,4,Y,Yes,14,4,1,80,0,36,0,4,29,15,2,0
34,No,Travel_Rarely,662,Sales,5,2,Other,1,7322,3,Female,59,2,5,Research Director,3,Married,2055,18934,6,Y,Yes,13,3,1,80,1,14,2,3,7,7,7,7
28,No,Travel_Rarely,755,Sales,5,4,Marketing,1,7323,3,Male,67,3,4,Manager,4,Married,4984,21986,0,Y,No,19,3,4,80,2,27,4,2,27,10,6,0
23,Yes,Travel_Rarely,151,Research & Development,12,1,Medical,1,7324,2,Female,50,4,5,Manager,2,Divorced,7476,22808,7,Y,Yes,11,3,1,80,0,0,0,1,0,0,0,0
40,No,Travel_Rarely,476,Research & Development,28,3,Other,1,7325,4,Male,67,1,2,Research Scientist,3,Single,11041,19523,9,Y,No,15,4,3,80,3,30,6,2,30,11,12,7
44,No,Travel_Frequently,968,Human Resources,8,2,Medical,1,7326,3,Female,62,4,2,Laboratory Technician,4,Single,4037,8275,2,Y,No,11,3,4,80,1,5,6,4,0,0,0,0
23,No,Travel_Frequently,918,Research & Development,21,4,Other,1,7327,3,Female,85,4,2,Manager,4,Divorced,18323,4323,6,Y,No,18,3,4,80,0,33,2,1,33,0,7,8
55,Yes,Travel_Frequently,926,Research & Development,21,4,Life Sciences,1,7328,1,Male,57,1,3,Manager,4,Divorced,3351,3154,3,Y,No,13,3,3,80,2,5,6,3,5,5,5,5
19,No,Travel_Rarely,861,Sales,23,1,Other,1,7329,3,Female,87,1,2,Manager,2,Single,7207,22040,1,Y,No,13,3,1,80,3,40,2,3,25,10,3,13
39,No,Travel_Rarely,562,Sales,5,5,Human Resources,1,7330,2,Male,87,2,5,Manufacturing Director,2,Married,18091,6698,9,Y,No,23,3,3,80,3,18,0,3,18,9,7,13
37,No,Travel_Rarely,857,Research & Development,3,3,Medical,1,7331,1,Female,79,4,5,Research Scientist,3,Married,3001,4109,3,Y,No,13,4,4,80,3,10,6,3,2,2,2,2
42,No,Travel_Rarely,395,Sales,12,2,Other,1,7332,2,Male,49,4,5,Research Director,1,Divorced,18179,6804,6,Y,No,16,3,2,80,0,24,3,4,6,4,6,6
32,No,Non-Travel,243,Research & Development,25,4,Human Resources,1,7333,2,Male,66,1,2,Research Scientist,1,Married,2578,14739,1,Y,Yes,13,3,4,80,2,37,3,1,13,9,2,13
46,No,Travel_Rarely,1071,Research & Development,3,3,Life Sciences,1,7334,3,Male,63,3,4,Laboratory Technician,2,Single,15865,4194,4,Y,Yes,24,3,2,80,2,36,5,4,33,14,0,10
25,No,Non-Travel,262,Human Resources,25,2,Other,1,7335,4,Male,43,4,4,Sales Executive,3,Married,3559,2783,5,Y,No,22,3,1,80,3,29,0,3,22,17,3,3
54,No,Travel_Rarely,1405,Sales,4,2,Human Resources,1,7336,3,Male,49,2,3,Human Resources,3,Single,10510,18372,4,Y,No,21,3,4,80,3,39,2,4,33,11,12,15
50,No,Travel_Rarely,428,Research & Development,18,4,Other,1,7337,4,Female,68,3,5,Laboratory Technician,3,Married,14138,14495,6,Y,No,17,3,2,80,3,7,5,4,7,7,0,7
39,Yes,Travel_Rarely,563,Research & Development,11,3,Medical,1,7338,1,Male,42,4,5,Research Scientist,1,Single,9175,3172,5,Y,No,23,3,2,80,0,19,5,1,19,2,14,5
22,Yes,Travel_Rarely,1310,Sales,22,2,Medical,1,7339,2,Male,98,3,3,Manager,2,Married,15703,17803,4,Y,No,19,3,4,80,0,3,4,1,3,3,3,3
